Country,Operator,Route,Status,Description,Location
Botswana,,Ghanzi - Namibia border,,SDH Source: http://www.flickr.com/photos/ssong/5980312175/ Parts of this are highly speculative and probably wrong.,"{""type"": ""LineString"", ""coordinates"": [[21.65568722694544, -21.69807092918915], [21.60654489773522, -21.69898151401483], [21.55814494317222, -21.6948413352827], [21.49293468717364, -21.70172591790476], [21.43292563720792, -21.70715216698225], [21.4108749703861, -21.71232834534734], [21.38092408696798, -21.73399744278155], [21.33297121701732, -21.73724418609251], [21.27062112701818, -21.7492165472962], [21.20929601816689, -21.76040702867605], [21.18480290758493, -21.7673550397231], [21.12429547590943, -21.77495082482249], [21.03677253287893, -21.90210794665395], [21.03092214705356, -21.92655934013332], [21.02982351597272, -21.93980438874025], [21.02452584687674, -21.94606957359414], [20.99936277421238, -21.94799679794623]]}"
Botswana,,Main Loop,,SDH Source: http://www.flickr.com/photos/ssong/5980312175/ Parts of this are highly speculative and probably wrong.,"{""type"": ""LineString"", ""coordinates"": [[25.86824552559056, -24.65943755846047], [25.83906512503765, -24.63643870864895], [25.8304766089291, -24.63941684823082], [25.76469865705423, -24.65235480883059], [25.66910795259367, -24.65864351524873], [25.62178679126829, -24.6908367850841], [25.52533647779689, -24.68823787281221], [25.43977005380303, -24.76274369286397], [25.38803660302833, -24.83416921894215], [25.34840467511296, -24.90704367480827], [25.29537212510066, -24.95527683356271], [25.04133477586719, -24.82455877282801], [24.88169651862015, -24.71825908796897], [24.76886023677144, -24.59175920278307], [24.67209128081725, -24.61716357265956], [24.5586348618246, -24.61218904808023], [24.46192222741966, -24.58592767152638], [24.34970551187472, -24.59297726365907], [24.20847129729272, -24.56460446628115], [24.11677506523682, -24.55601429604662], [23.94586383065279, -24.52242528947934], [23.82215650769189, -24.47351180185812], [23.60566961945158, -24.38944368750682], [23.32901984225836, -24.26850207176246], [23.17843723175746, -24.17480591732557], [23.07865361733761, -24.07818401015765], [22.81799864927322, -23.70304295268963], [22.75371207221141, -23.67852575772637], [22.43731155106529, -23.30839196909447], [21.96415444496208, -22.71960107232784], [21.92655865362765, -22.65940538314505], [21.88229319213643, -22.56652403433214], [21.79417368516703, -22.48845975249373], [21.70048098252655, -22.35834506954076], [21.58433329694697, -22.1639111275688], [21.53040388884765, -22.05795068972808], [21.54178004409796, -21.99485072166704], [21.59364115286663, -21.93774606302558], [21.6148837667988, -21.86112566497056], [21.64247943753305, -21.79372697020626], [21.65561444632101, -21.69793952885024], [21.75921036362741, -21.59264265602377], [21.80634672724426, -21.57810712693925], [21.90276937643761, -21.54804432514776], [22.03126693330655, -21.48809962051861], [22.12456788732495, -21.38849604637004], [22.20097871755454, -21.29209111551735], [22.33240327579041, -21.14740132821793], [22.39614705496527, -21.07770903853405], [22.42250822288148, -21.00354477882847], [22.43218246220874, -20.8799690662018], [22.49159678667568, -20.75443801539398], [22.53525412675278, -20.66782571913126], [22.54085536936352, -20.58672173442318], [22.55427192331818, -20.52918680909879], [22.65118371190199, -20.48762766165609], [22.73930319267877, -20.45214800536666], [22.76321250545585, -20.41069116310025], [22.88204910930211, -20.36929798606057], [22.97491023402588, -20.34721490850113], [23.16945225617438, -20.23852975725396], [23.30719351080163, -20.12077836340517], [23.3665912613305, -20.03698114407964], [23.43057015686504, -19.99187696364931], [23.43928542696045, -20.03112134498599], [23.50562021732141, -20.07436287078142], [23.63509066705083, -20.13744597037875], [23.70580347663632, -20.16760371944249], [23.78569348802453, -20.16305369361663], [23.85665510471872, -20.18760835783088], [24.11531351976397, -20.18998074227679], [24.12707555465248, -20.21202035451892], [24.18586275900925, -20.22181444616976], [24.21300983709673, -20.25023079675658], [24.24848380084458, -20.25879660945035], [24.263342654078, -20.31357746079368], [24.31474143700466, -20.35832477071903], [24.40071659329297, -20.42837611049206], [24.45313338588326, -20.42420871851004], [24.50263708489718, -20.47216392338066], [24.40255058926147, -20.65102340286673], [24.38701719939954, -20.76659471904921], [24.35764758904687, -20.83934788452457], [24.36156252547236, -21.0252315657587], [24.41795605261836, -21.07107605388887], [24.43855984131306, -21.09242133050681], [24.4749114163427, -21.09087345966176], [24.59154391158399, -21.14570029791568], [24.64880763274279, -21.12484876729704], [24.70080366124613, -21.13413043217493], [24.73843641572838, -21.14100558731348], [24.80783473155116, -21.1966530273455], [24.87732340329294, -21.2168047537967], [24.9790549867966, -21.2771957034728], [25.08890035033784, -21.29507622523608], [25.26831428332314, -21.31347302288408], [25.4309380651303, -21.33085616914588], [25.43325794563204, -21.35621195858171], [25.57903068694345, -21.42784904166426], [25.66596167769904, -21.563626287576], [25.79886003372937, -21.64098482918234], [25.90452257763887, -21.72544128101244], [25.99732163214571, -21.77925123217669], [26.12652296518707, -21.786009770825], [26.20032506030078, -21.78553550055296], [26.44196862516477, -21.86998182658493], [26.50906605981825, -21.99266659328896], [26.61351243651917, -22.14378588562687], [26.70962815982863, -22.22575817315238], [26.76262420224634, -22.25267433156847], [26.79662125102786, -22.25887321891477], [26.77920194732217, -22.28832696612395], [26.75440392676053, -22.32086115600214], [26.74642292768721, -22.42088355630072], [26.82165507164016, -22.43333834916243], [26.92979878583292, -22.48891094298358], [27.02788581859799, -22.52568236370903], [27.08172083305529, -22.53752351302358], [27.10021609017716, -22.62175536401781], [27.00425309726894, -22.80904958449479], [26.89875170937482, -22.95413207800597], [26.82512211894515, -23.10833882037171], [26.71851207598733, -23.35182523643272], [26.61927256937315, -23.49547801261212], [26.47400282857313, -23.74642274187196], [26.37926680342546, -23.90504068966733], [26.26786792342867, -24.10309909520133], [26.15096651760462, -24.25075977651582], [26.13826057106273, -24.28705528167121], [26.08327451000029, -24.3618710518285], [26.08233112711483, -24.41982258758625], [25.99654382701193, -24.52518122899301], [25.92069771291243, -24.61242269700423], [25.86824552559056, -24.65943755846047], [25.8773963864661, -24.67914130504198], [25.85974650540857, -24.71864150407654], [25.81562111808047, -24.79634467729697], [25.78805875241075, -24.87647771194462], [25.74300970650973, -25.01382283706379], [25.73459561338199, -25.06037444826366], [25.70509987156334, -25.12169235423796], [25.68010410490631, -25.19290807783606], [25.67516074485978, -25.2292479454848], [25.71229661245962, -25.27447042033451], [25.67508908288284, -25.22841221471824], [25.68022173605418, -25.19227899816651], [25.70515767796234, -25.11966470221595], [25.73499687193679, -25.06097597138983], [25.74334446653676, -25.01418588156767], [25.78798295894, -24.8768511930514], [25.81619425580918, -24.79598345578685], [25.859685432555, -24.71903512220981], [25.8771522239151, -24.67913273825479], [25.86824552559056, -24.65943755846047], [25.88535037891442, -24.64355160560774], [25.85268424874993, -24.59837724789351], [25.80405544808171, -24.54382516344072], [25.76751877542739, -24.53412012773583], [25.75334796487877, -24.50053952179786], [25.71982905877713, -24.47449076946067], [25.65750269594353, -24.46251158669808], [25.61617402783262, -24.43970088461036], [25.57760997346522, -24.39705063375406], [25.54535362932459, -24.39933742788897], [25.54143070491137, -24.35614124025694], [25.55119540616063, -24.27099228979449], [25.58058878115838, -24.22319230188468], [25.58781544293534, -24.14346551747418], [25.64339464474996, -24.00507879761927], [25.67614772768739, -23.88032999017754], [25.68925903162426, -23.8040668225801], [25.73839299592786, -23.75510927015478], [25.76097559185, -23.6668599979221], [25.81727676968125, -23.60710688622409], [25.81299108560814, -23.57892724196492], [25.77627675364145, -23.52003740068878], [25.75973080838805, -23.44854174733773], [25.79209606289256, -23.41009345829379], [25.85663911826685, -23.34287735068699], [25.95158707917137, -23.27203105697717], [26.06514634121612, -23.21938921982785], [26.11236689844563, -23.20050084418926], [26.14346546896079, -23.15661127175087], [26.19903124914032, -23.12376159855726], [26.26675282600911, -23.15144243083247], [26.32183900172265, -23.1584703315978], [26.39818770459596, -23.15381088619288], [26.42197413773136, -23.12489647168836], [26.42243434892908, -23.08066513496096], [26.39005304505543, -23.0361451374173], [26.37387958102367, -23.01228096106737], [26.38459095670125, -22.98553801363624], [26.41349024767556, -23.00246953922777], [26.47123469758564, -23.01551360596943], [26.51789817559948, -23.03354596631592], [26.53857877651587, -23.08708580545062], [26.54446670324199, -23.09912461711392], [26.59550553770016, -23.13571134370628], [26.61262403219823, -23.13909638966564], [26.66221742725983, -23.12419048144838], [26.70260590896689, -23.11940540650861], [26.72127784860762, -23.12381548296381], [26.76336710682086, -23.11713570879943], [26.82430464936495, -23.10929449966507], [26.89032835247277, -23.10885341413884], [26.96261108336455, -23.12698031332372], [27.04872648483953, -23.12129194474693], [27.13196491080188, -23.11340111294238], [27.15893243747371, -23.10647603823868], [27.16425634384023, -23.10497083829465], [27.24183696968313, -23.08448239167558], [27.27393960838107, -23.04663645620742], [27.29045285895326, -23.01605872500761], [27.32286160616278, -22.98367913578208], [27.35882885272997, -22.96388561932699], [27.39842489442208, -22.94377926271039], [27.40424051102483, -22.9385108542108], [27.40926995621933, -22.92350785205138], [27.40836405369178, -22.90397397069939], [27.40448311791443, -22.88905660811452], [27.4038228230976, -22.87226999789101], [27.42141531247668, -22.86402795811305], [27.44951681754224, -22.86922754825517], [27.47989735997098, -22.87161189414297], [27.5311710300372, -22.88201367944728], [27.546777134557, -22.87847941610242], [27.56429484665088, -22.8765640850208], [27.58914073008946, -22.8683109832663], [27.59128247870436, -22.86110968357819], [27.6077338438076, -22.84858272563725], [27.62502252794261, -22.82973275538424], [27.65501410963529, -22.83907108781149], [27.68421512369939, -22.84801142771504], [27.71758007977089, -22.8515277658401], [27.73044182718105, -22.85350093048508], [27.7521504667059, -22.80041933300415], [27.76299100955093, -22.7919911729153], [27.77518351220018, -22.79261828124607], [27.77451199183711, -22.77044788953911], [27.77146521893325, -22.75390143324542], [27.77350066710359, -22.7364167887007], [27.75962773388244, -22.71549277095538], [27.74559713468308, -22.6836325176228], [27.73579383057691, -22.6692707200517], [27.71416167899527, -22.65709091173909], [27.68341058049113, -22.62805020715241], [27.65907579591889, -22.60117717448199], [27.65669957250718, -22.57803821559846], [27.63949145820693, -22.55899092567824], [27.63511442263372, -22.54274747733303], [27.64430611795468, -22.51691775368503], [27.63724584748364, -22.49100645071729], [27.63254389290594, -22.46727890493384], [27.6555617435579, -22.4301769739839], [27.69370597907728, -22.42297756984894], [27.7209334649096, -22.41159548892767], [27.74560723602712, -22.40476100816514], [27.77766350445536, -22.39850915323575], [27.79759739797789, -22.3873149393134], [27.81491277919749, -22.35430956355491], [27.8364957033253, -22.32998127689049], [27.84863983842064, -22.30691952416024], [27.89385588053575, -22.26527240929305], [27.93914446438021, -22.22848723995719], [27.97591486470589, -22.20215458340844], [27.97870490738574, -22.18479411353537], [27.96337142228002, -22.16957436290885], [27.90674266005188, -22.08670161099314], [27.85555621904199, -22.00958007040217], [27.83902493813136, -21.98358463261325], [27.82749030208423, -21.98007083613613], [27.81943162665155, -21.97940672343763], [27.82317060844379, -21.97025611675105], [27.82263203653014, -21.96826226289218], [27.80328914902304, -21.97158440290594], [27.78579600766271, -21.97476530253611], [27.77252465605249, -21.9780360209234], [27.74834833291539, -21.96845590775013], [27.74642062532784, -21.98335878857227], [27.73405760034834, -22.00005514583058], [27.6300709116609, -22.08727226696029], [27.49122292096777, -22.20564866911573], [27.47469477121819, -22.21188412992541], [27.46641833547428, -22.22687130307657], [27.45294912924207, -22.2425343336545], [27.29644399315078, -22.38589809736711], [27.28370102368573, -22.39829844171148], [27.22544927846698, -22.46828508917764], [27.17446273865276, -22.53434945178019], [27.16935007503599, -22.54157008345451], [27.14989969015996, -22.54021389390936], [27.13110589936447, -22.554546129216], [27.08154142496405, -22.53764326381648], [27.10661505480533, -22.51198552351073], [27.15393878538197, -22.48515198586486], [27.17194088862236, -22.46884269055517], [27.18933180766181, -22.44707132799145], [27.20788528448955, -22.40574976224129], [27.23838958418332, -22.32751233387637], [27.26437289907713, -22.12968511284067], [27.3146117470482, -21.92929166199623], [27.33762945481977, -21.86647763608783], [27.37226675343583, -21.65411963582438], [27.37160007151342, -21.60417279637132], [27.47390025635594, -21.3510461050699], [27.5116894975986, -21.1709120141103], [27.51445621388595, -21.15436182744439], [27.54497801991626, -21.11793273843574], [27.59655721937712, -20.98129459381828], [27.62351727046229, -20.86676502010104], [27.60639426593321, -20.78595650065106], [27.58303798714386, -20.74116986796898], [27.60250499354195, -20.68783765668424], [27.63763607636075, -20.64390320255267], [27.64377510220321, -20.59074159145652], [27.65978823075954, -20.56771302037781], [27.69757213239545, -20.55614244959618], [27.72486398576105, -20.54801786377994], [27.72992962310003, -20.54459791743655], [27.72390098285372, -20.54642941454896], [27.67164258626682, -20.56010317318619], [27.66284359779116, -20.54852287492481], [27.65703274827539, -20.5390604009863], [27.65130975413287, -20.5370554554165], [27.65133545607444, -20.53255363884116], [27.64212850545722, -20.52955411661446], [27.62018320352372, -20.52867694718755], [27.59597283345699, -20.53266927896308], [27.58836122246059, -20.53368819331206], [27.57951850527629, -20.53580147455648], [27.56863921331342, -20.52943137607135], [27.56409298227296, -20.52528321275986], [27.54261488512839, -20.52148336037162], [27.53324445373775, -20.51802853697105], [27.52588330549976, -20.51720368822833], [27.52084523207808, -20.51376857616318], [27.51649092767138, -20.51437121334052], [27.50521531182403, -20.5116020714686], [27.4957418958058, -20.51052871035632], [27.48501759453227, -20.50830115664787], [27.47959855216054, -20.50707171464333], [27.46861408177195, -20.50759395975006], [27.45269462036459, -20.50369880234832], [27.44508143082627, -20.50289195957237], [27.43888742759215, -20.50442085452966], [27.43620225418387, -20.5045807695276], [27.4356656064595, -20.51696751559502], [27.43576489575725, -20.52551834398392], [27.43945738994126, -20.53125986425347], [27.44043885152207, -20.53858429674452], [27.38720689861216, -20.57979237212497], [27.31026043025398, -20.61554275206812], [27.27431957334545, -20.69350854704449], [27.22249820763088, -20.77048742747371], [27.22610459298371, -20.85391700539398], [27.22982976424503, -20.9040507427872], [27.26001413725395, -20.93882201452259], [27.32562036491287, -20.98393546848078], [27.40426314271707, -21.0470938948867], [27.43744025937117, -21.10522285500967], [27.45495380290069, -21.13841697707232], [27.48495607707624, -21.15783744614704], [27.51221657097204, -21.16612475202209], [27.34679083223504, -21.11178385344091], [27.1690279266561, -21.08722103394462], [27.04112676458461, -21.0911130614521], [26.8292074076155, -21.06433952950283], [26.76181601128019, -21.07767001055188], [26.55795530835413, -21.19517121483598], [26.384291692971, -21.25563460707842], [26.28258830524847, -21.30277949912893], [25.97459453465143, -21.32838078703444], [25.74513043007565, -21.31341919161617], [25.69771236370606, -21.30949848216357], [25.54186435039419, -21.3270718844417], [25.43082086698398, -21.33102310362254]]}"
Botswana,,FrancisTown - Kasane,,SDH Source: http://www.flickr.com/photos/ssong/5980312175/,"{""type"": ""LineString"", ""coordinates"": [[27.2305926630231, -20.90326717327421], [27.1135528767662, -20.83974949054871], [27.01494801656313, -20.79259013569101], [26.93493590044285, -20.75886887210589], [26.72664959925602, -20.68569759388098], [26.47670569916587, -20.56662141175994], [26.40899744633952, -20.51926729213508], [26.39098666056703, -20.42929420824711], [26.32328330419667, -20.36617137144613], [26.30294220271075, -20.30350316556757], [26.28139116902826, -20.23514823320706], [26.24241714719464, -20.21636762461428], [26.2383862275093, -20.21647669486045], [26.17855640589233, -20.20861441321143], [26.17230744216386, -20.0814200489956], [26.14958328946827, -19.95256895363706], [26.11050896936936, -19.79525203247137], [26.04213231563669, -19.67887917542872], [25.87812611917484, -19.37378900432819], [25.69963760157446, -19.03872585381099], [25.59625392551928, -18.84560100211608], [25.59611372160174, -18.74189323514018], [25.63340730565625, -18.57363661237834], [25.59733349047715, -18.49351387552657], [25.52250735201713, -18.43740777759419], [25.47148146145525, -18.36613276276299], [25.4445792907464, -18.28840842952936], [25.40717131580314, -18.18468645205599], [25.3570209992683, -18.13398177104613], [25.28528754356773, -18.07503132514091], [25.23273848952326, -17.94912819566989], [25.21049683575042, -17.89128490530234], [25.23220417441182, -17.8411084887907], [25.24146121721139, -17.80745732014438], [25.26153351608858, -17.79308012428108]]}"
Botswana,,Nata - Motopi,,SDH Source: http://www.flickr.com/photos/ssong/5980312175/,"{""type"": ""LineString"", ""coordinates"": [[26.17867688202568, -20.20856047252898], [26.1800748967024, -20.21108943043165], [26.17360015275827, -20.21274854157809], [26.16271134098611, -20.21433714838049], [26.15167330891992, -20.21281775976599], [26.13506105119822, -20.20488244399942], [26.1095087338137, -20.1987976026235], [26.09205811327083, -20.19409363373746], [26.06182025930981, -20.18433389407993], [26.0375073061562, -20.18129456015454], [26.01541610217275, -20.17581552830863], [25.99084180383507, -20.16833290555818], [25.97965178403793, -20.16793620642328], [25.96174543912669, -20.16791120248367], [25.94284415391907, -20.16628282126285], [25.91336753873085, -20.16052638319212], [25.90096577677259, -20.15932455863374], [25.87945107453069, -20.15931850347238], [25.86653195543346, -20.15988935347902], [25.85264724194648, -20.15951410088652], [25.83645184251271, -20.1572013005112], [25.82007041723259, -20.15327456131508], [25.80128935625888, -20.15017356170994], [25.7842448782406, -20.14964024081958], [25.76617106062794, -20.15104642801415], [25.74316224547037, -20.15092664025843], [25.71865852402416, -20.14254537298187], [25.69201324741703, -20.14153309562015], [25.66282888035855, -20.13611884035708], [25.63144431832553, -20.13070932342567], [25.60792840918962, -20.13084032093811], [25.58064811066843, -20.13422059911265], [25.51579100495102, -20.13907512164513], [25.42979968913556, -20.16647561715613], [25.33930781633507, -20.18139251525939], [25.24655865512792, -20.19210840030185], [25.1648288503119, -20.20480876546907], [25.01226449061162, -20.22176425939163], [24.85506537495647, -20.24480639309057], [24.76415426468698, -20.25524256350882], [24.63307553412186, -20.22406457819615], [24.54633162065238, -20.20527475868977], [24.45501652597237, -20.18848421203412], [24.40820580918049, -20.18214045141616], [24.31891127756542, -20.19022326527043], [24.21601386532553, -20.18571094211385], [24.14711194872713, -20.18421585216926], [24.11506319965359, -20.18997940600018]]}"
